,Cell,Cell_type
7047,human3_lib4.final_cell_0681,gamma
7048,human3_lib4.final_cell_0682,alpha
7049,human3_lib4.final_cell_0683,beta
7050,human3_lib4.final_cell_0684,activated_stellate
7051,human3_lib4.final_cell_0685,acinar
7052,human3_lib4.final_cell_0686,ductal
7053,human3_lib4.final_cell_0687,alpha
7054,human3_lib4.final_cell_0688,alpha
7055,human3_lib4.final_cell_0689,beta
7056,human3_lib4.final_cell_0690,ductal
7057,human3_lib4.final_cell_0691,beta
7058,human3_lib4.final_cell_0692,delta
7059,human3_lib4.final_cell_0693,ductal
7060,human3_lib4.final_cell_0694,acinar
7061,human3_lib4.final_cell_0695,ductal
7062,human3_lib4.final_cell_0696,acinar
7063,human3_lib4.final_cell_0697,alpha
7064,human3_lib4.final_cell_0698,ductal
7065,human3_lib4.final_cell_0699,alpha
7066,human3_lib4.final_cell_0700,beta
7067,human3_lib4.final_cell_0701,beta
7068,human3_lib4.final_cell_0702,alpha
7069,human3_lib4.final_cell_0703,alpha
7070,human3_lib4.final_cell_0704,alpha
7071,human3_lib4.final_cell_0705,endothelial
7072,human3_lib4.final_cell_0706,acinar
7073,human3_lib4.final_cell_0707,ductal
7074,human3_lib4.final_cell_0708,alpha
7075,human3_lib4.final_cell_0709,beta
7076,human3_lib4.final_cell_0710,ductal
7077,human3_lib4.final_cell_0711,alpha
7078,human3_lib4.final_cell_0712,alpha
7079,human3_lib4.final_cell_0713,beta
7080,human3_lib4.final_cell_0714,alpha
7081,human3_lib4.final_cell_0715,ductal
7082,human3_lib4.final_cell_0716,beta
7083,human3_lib4.final_cell_0717,ductal
7084,human3_lib4.final_cell_0718,ductal
7085,human3_lib4.final_cell_0719,ductal
7086,human3_lib4.final_cell_0720,alpha
7087,human3_lib4.final_cell_0721,alpha
7088,human3_lib4.final_cell_0722,alpha
7089,human3_lib4.final_cell_0723,beta
7090,human3_lib4.final_cell_0724,ductal
7091,human3_lib4.final_cell_0725,alpha
7092,human3_lib4.final_cell_0726,endothelial
7093,human3_lib4.final_cell_0727,alpha
7094,human3_lib4.final_cell_0728,quiescent_stellate
7095,human3_lib4.final_cell_0729,beta
7096,human3_lib4.final_cell_0730,delta
7097,human3_lib4.final_cell_0731,alpha
7098,human3_lib4.final_cell_0732,acinar
7099,human3_lib4.final_cell_0733,alpha
7100,human3_lib4.final_cell_0734,beta
7101,human3_lib4.final_cell_0735,beta
7102,human3_lib4.final_cell_0736,alpha
7103,human3_lib4.final_cell_0737,quiescent_stellate
7104,human3_lib4.final_cell_0738,alpha
7105,human3_lib4.final_cell_0739,beta
7106,human3_lib4.final_cell_0740,alpha
7107,human3_lib4.final_cell_0741,quiescent_stellate
7108,human3_lib4.final_cell_0742,acinar
7109,human3_lib4.final_cell_0743,alpha
7110,human3_lib4.final_cell_0744,alpha
7111,human3_lib4.final_cell_0745,beta
7112,human3_lib4.final_cell_0746,acinar
7113,human3_lib4.final_cell_0747,delta
7114,human3_lib4.final_cell_0748,acinar
7115,human3_lib4.final_cell_0749,alpha
7116,human3_lib4.final_cell_0750,alpha
7117,human3_lib4.final_cell_0751,ductal
7118,human3_lib4.final_cell_0752,gamma
7119,human3_lib4.final_cell_0753,endothelial
7120,human3_lib4.final_cell_0754,beta
7121,human3_lib4.final_cell_0755,alpha
7122,human3_lib4.final_cell_0756,alpha
7123,human3_lib4.final_cell_0757,ductal
7124,human3_lib4.final_cell_0758,alpha
7125,human3_lib4.final_cell_0759,alpha
7126,human3_lib4.final_cell_0760,alpha
7127,human3_lib4.final_cell_0761,beta
7128,human3_lib4.final_cell_0762,acinar
7129,human3_lib4.final_cell_0763,alpha
7130,human3_lib4.final_cell_0764,beta
7131,human3_lib4.final_cell_0765,alpha
7132,human3_lib4.final_cell_0766,alpha
7133,human3_lib4.final_cell_0767,alpha
7134,human3_lib4.final_cell_0768,ductal
7135,human3_lib4.final_cell_0769,delta
7136,human3_lib4.final_cell_0770,alpha
7137,human3_lib4.final_cell_0771,alpha
7138,human3_lib4.final_cell_0772,alpha
7139,human3_lib4.final_cell_0773,acinar
7140,human3_lib4.final_cell_0774,ductal
7141,human3_lib4.final_cell_0775,ductal
7142,human3_lib4.final_cell_0776,alpha
7143,human3_lib4.final_cell_0777,alpha
7144,human3_lib4.final_cell_0778,alpha
7145,human3_lib4.final_cell_0779,acinar
7146,human3_lib4.final_cell_0780,beta
7147,human3_lib4.final_cell_0781,alpha
7148,human3_lib4.final_cell_0782,gamma
7149,human3_lib4.final_cell_0783,acinar
7150,human3_lib4.final_cell_0784,alpha
7151,human3_lib4.final_cell_0785,gamma
7152,human3_lib4.final_cell_0786,gamma
7153,human3_lib4.final_cell_0787,beta
7154,human3_lib4.final_cell_0788,beta
7155,human3_lib4.final_cell_0789,alpha
7156,human3_lib4.final_cell_0790,beta
7157,human3_lib4.final_cell_0791,beta
7158,human3_lib4.final_cell_0792,acinar
7159,human3_lib4.final_cell_0793,acinar
7160,human3_lib4.final_cell_0794,acinar
7161,human3_lib4.final_cell_0795,quiescent_stellate
7162,human3_lib4.final_cell_0796,quiescent_stellate
7163,human3_lib4.final_cell_0797,ductal
7164,human3_lib4.final_cell_0798,beta
7165,human3_lib4.final_cell_0799,alpha
7166,human3_lib4.final_cell_0800,beta
7167,human3_lib4.final_cell_0801,alpha
7168,human3_lib4.final_cell_0802,ductal
7169,human3_lib4.final_cell_0803,alpha
7170,human3_lib4.final_cell_0804,alpha
7171,human3_lib4.final_cell_0805,alpha
7172,human3_lib4.final_cell_0806,alpha
7173,human3_lib4.final_cell_0807,alpha
7174,human3_lib4.final_cell_0808,beta
7175,human3_lib4.final_cell_0809,beta
7176,human3_lib4.final_cell_0810,beta
7177,human3_lib4.final_cell_0811,acinar
7178,human3_lib4.final_cell_0812,alpha
7179,human3_lib4.final_cell_0813,beta
7180,human3_lib4.final_cell_0814,beta
7181,human3_lib4.final_cell_0815,beta
7182,human3_lib4.final_cell_0816,beta
7183,human3_lib4.final_cell_0817,gamma
7184,human3_lib4.final_cell_0818,endothelial
7185,human3_lib4.final_cell_0819,quiescent_stellate
7186,human3_lib4.final_cell_0820,alpha
7187,human3_lib4.final_cell_0821,alpha
7188,human3_lib4.final_cell_0822,beta
7189,human3_lib4.final_cell_0823,beta
7190,human3_lib4.final_cell_0824,beta
7191,human3_lib4.final_cell_0825,ductal
7192,human3_lib4.final_cell_0826,ductal
7193,human3_lib4.final_cell_0827,beta
7194,human3_lib4.final_cell_0828,quiescent_stellate
7195,human3_lib4.final_cell_0829,alpha
7196,human3_lib4.final_cell_0830,alpha
7197,human3_lib4.final_cell_0831,alpha
7198,human3_lib4.final_cell_0832,activated_stellate
7199,human3_lib4.final_cell_0833,acinar
7200,human3_lib4.final_cell_0834,beta
7201,human3_lib4.final_cell_0835,alpha
7202,human3_lib4.final_cell_0836,alpha
7203,human3_lib4.final_cell_0837,ductal
7204,human3_lib4.final_cell_0838,alpha
7205,human3_lib4.final_cell_0839,beta
7206,human3_lib4.final_cell_0840,alpha
7207,human3_lib4.final_cell_0841,beta
7208,human3_lib4.final_cell_0842,endothelial
7209,human3_lib4.final_cell_0843,ductal
7210,human3_lib4.final_cell_0844,endothelial
7211,human3_lib4.final_cell_0845,beta
7212,human3_lib4.final_cell_0846,quiescent_stellate
7213,human3_lib4.final_cell_0847,endothelial
7214,human3_lib4.final_cell_0848,alpha
7215,human3_lib4.final_cell_0849,alpha
7216,human3_lib4.final_cell_0850,beta
7217,human3_lib4.final_cell_0851,alpha
7218,human3_lib4.final_cell_0852,activated_stellate
7219,human3_lib4.final_cell_0853,quiescent_stellate
7220,human3_lib4.final_cell_0854,alpha
7221,human3_lib4.final_cell_0855,beta
7222,human3_lib4.final_cell_0856,alpha
7223,human3_lib4.final_cell_0857,alpha
7224,human3_lib4.final_cell_0858,beta
7225,human3_lib4.final_cell_0859,activated_stellate
7226,human3_lib4.final_cell_0860,beta
7227,human3_lib4.final_cell_0861,alpha
7228,human3_lib4.final_cell_0862,beta
7229,human3_lib4.final_cell_0863,delta
7230,human3_lib4.final_cell_0864,quiescent_stellate
7231,human3_lib4.final_cell_0865,alpha
7232,human3_lib4.final_cell_0866,beta
7233,human3_lib4.final_cell_0867,beta
7234,human3_lib4.final_cell_0868,alpha
7235,human3_lib4.final_cell_0869,beta
7236,human3_lib4.final_cell_0870,alpha
7237,human3_lib4.final_cell_0871,beta
7238,human3_lib4.final_cell_0872,delta
7239,human3_lib4.final_cell_0873,ductal
7240,human3_lib4.final_cell_0874,alpha
7241,human3_lib4.final_cell_0875,beta
7242,human3_lib4.final_cell_0876,endothelial
7243,human3_lib4.final_cell_0877,beta
7244,human3_lib4.final_cell_0878,beta
7245,human3_lib4.final_cell_0879,alpha
7246,human3_lib4.final_cell_0880,alpha
7247,human3_lib4.final_cell_0881,alpha
7248,human3_lib4.final_cell_0882,alpha
7249,human3_lib4.final_cell_0883,schwann
7250,human3_lib4.final_cell_0884,alpha
7251,human3_lib4.final_cell_0885,beta
7252,human3_lib4.final_cell_0886,macrophage
7253,human3_lib4.final_cell_0887,endothelial
7254,human3_lib4.final_cell_0888,ductal
7255,human3_lib4.final_cell_0889,beta
7256,human3_lib4.final_cell_0890,alpha
7257,human3_lib4.final_cell_0891,alpha
7258,human3_lib4.final_cell_0892,quiescent_stellate
7259,human3_lib4.final_cell_0893,acinar
7260,human3_lib4.final_cell_0894,ductal
7261,human3_lib4.final_cell_0895,alpha
7262,human3_lib4.final_cell_0896,beta
7263,human3_lib4.final_cell_0897,alpha
7264,human3_lib4.final_cell_0898,beta
7265,human3_lib4.final_cell_0899,alpha
7266,human4_lib1.final_cell_0001,ductal
7267,human4_lib1.final_cell_0002,delta
7268,human4_lib1.final_cell_0003,delta
7269,human4_lib1.final_cell_0004,ductal
7270,human4_lib1.final_cell_0005,ductal
7271,human4_lib1.final_cell_0006,ductal
7272,human4_lib1.final_cell_0007,ductal
7273,human4_lib1.final_cell_0008,alpha
7274,human4_lib1.final_cell_0009,ductal
7275,human4_lib1.final_cell_0010,ductal
7276,human4_lib1.final_cell_0011,alpha
7277,human4_lib1.final_cell_0012,ductal
7278,human4_lib1.final_cell_0013,ductal
7279,human4_lib1.final_cell_0014,ductal
7280,human4_lib1.final_cell_0015,delta
7281,human4_lib1.final_cell_0016,activated_stellate
7282,human4_lib1.final_cell_0017,beta
7283,human4_lib1.final_cell_0018,ductal
7284,human4_lib1.final_cell_0019,ductal
7285,human4_lib1.final_cell_0020,beta
7286,human4_lib1.final_cell_0021,beta
7287,human4_lib1.final_cell_0022,delta
7288,human4_lib1.final_cell_0023,ductal
7289,human4_lib1.final_cell_0024,delta
7290,human4_lib1.final_cell_0025,alpha
7291,human4_lib1.final_cell_0026,beta
7292,human4_lib1.final_cell_0027,beta
7293,human4_lib1.final_cell_0028,delta
7294,human4_lib1.final_cell_0029,ductal
7295,human4_lib1.final_cell_0030,activated_stellate
7296,human4_lib1.final_cell_0031,ductal
7297,human4_lib1.final_cell_0032,ductal
7298,human4_lib1.final_cell_0033,ductal
7299,human4_lib1.final_cell_0034,beta
7300,human4_lib1.final_cell_0035,macrophage
7301,human4_lib1.final_cell_0036,alpha
7302,human4_lib1.final_cell_0037,beta
7303,human4_lib1.final_cell_0038,beta
7304,human4_lib1.final_cell_0039,alpha
7305,human4_lib1.final_cell_0040,ductal
7306,human4_lib1.final_cell_0041,beta
7307,human4_lib1.final_cell_0042,beta
7308,human4_lib1.final_cell_0043,alpha
7309,human4_lib1.final_cell_0044,ductal
7310,human4_lib1.final_cell_0045,ductal
7311,human4_lib1.final_cell_0046,beta
7312,human4_lib1.final_cell_0047,beta
7313,human4_lib1.final_cell_0048,alpha
7314,human4_lib1.final_cell_0049,beta
7315,human4_lib1.final_cell_0050,alpha
7316,human4_lib1.final_cell_0051,beta
7317,human4_lib1.final_cell_0052,ductal
7318,human4_lib1.final_cell_0053,beta
7319,human4_lib1.final_cell_0054,ductal
7320,human4_lib1.final_cell_0055,alpha
7321,human4_lib1.final_cell_0056,beta
7322,human4_lib1.final_cell_0057,delta
7323,human4_lib1.final_cell_0058,beta
7324,human4_lib1.final_cell_0059,beta
7325,human4_lib1.final_cell_0060,ductal
7326,human4_lib1.final_cell_0061,beta
7327,human4_lib1.final_cell_0062,ductal
7328,human4_lib1.final_cell_0063,beta
7329,human4_lib1.final_cell_0064,ductal
7330,human4_lib1.final_cell_0065,ductal
7331,human4_lib1.final_cell_0066,activated_stellate
7332,human4_lib1.final_cell_0067,alpha
7333,human4_lib1.final_cell_0068,alpha
7334,human4_lib1.final_cell_0069,delta
7335,human4_lib1.final_cell_0070,activated_stellate
7336,human4_lib1.final_cell_0071,activated_stellate
7337,human4_lib1.final_cell_0072,beta
7338,human4_lib1.final_cell_0073,activated_stellate
7339,human4_lib1.final_cell_0074,alpha
7340,human4_lib1.final_cell_0075,beta
7341,human4_lib1.final_cell_0076,ductal
7342,human4_lib1.final_cell_0077,quiescent_stellate
7343,human4_lib1.final_cell_0078,beta
7344,human4_lib1.final_cell_0079,ductal
7345,human4_lib1.final_cell_0080,beta
7346,human4_lib1.final_cell_0081,beta
7347,human4_lib1.final_cell_0082,activated_stellate
7348,human4_lib1.final_cell_0083,delta
7349,human4_lib1.final_cell_0084,beta
7350,human4_lib1.final_cell_0085,beta
7351,human4_lib1.final_cell_0086,beta
7352,human4_lib1.final_cell_0087,beta
7353,human4_lib1.final_cell_0088,delta
7354,human4_lib1.final_cell_0089,beta
7355,human4_lib1.final_cell_0090,delta
7356,human4_lib1.final_cell_0091,alpha
7357,human4_lib1.final_cell_0092,ductal
7358,human4_lib1.final_cell_0093,alpha
7359,human4_lib1.final_cell_0094,alpha
7360,human4_lib1.final_cell_0095,alpha
7361,human4_lib1.final_cell_0096,macrophage
7362,human4_lib1.final_cell_0097,delta
7363,human4_lib1.final_cell_0098,ductal
7364,human4_lib1.final_cell_0099,ductal
7365,human4_lib1.final_cell_0100,beta
7366,human4_lib1.final_cell_0101,ductal
7367,human4_lib1.final_cell_0102,beta
7368,human4_lib1.final_cell_0103,beta
7369,human4_lib1.final_cell_0104,alpha
7370,human4_lib1.final_cell_0105,beta
7371,human4_lib1.final_cell_0106,delta
7372,human4_lib1.final_cell_0107,alpha
7373,human4_lib1.final_cell_0108,alpha
7374,human4_lib1.final_cell_0109,delta
7375,human4_lib1.final_cell_0110,beta
7376,human4_lib1.final_cell_0111,ductal
7377,human4_lib1.final_cell_0112,beta
7378,human4_lib1.final_cell_0113,beta
7379,human4_lib1.final_cell_0114,delta
7380,human4_lib1.final_cell_0115,acinar
7381,human4_lib1.final_cell_0116,ductal
7382,human4_lib1.final_cell_0117,alpha
7383,human4_lib1.final_cell_0118,ductal
7384,human4_lib1.final_cell_0119,ductal
7385,human4_lib1.final_cell_0120,beta
7386,human4_lib1.final_cell_0121,beta
7387,human4_lib1.final_cell_0122,gamma
7388,human4_lib1.final_cell_0123,alpha
7389,human4_lib1.final_cell_0124,beta
7390,human4_lib1.final_cell_0125,beta
7391,human4_lib1.final_cell_0126,beta
7392,human4_lib1.final_cell_0127,ductal
7393,human4_lib1.final_cell_0128,activated_stellate
7394,human4_lib1.final_cell_0129,delta
7395,human4_lib1.final_cell_0130,beta
7396,human4_lib1.final_cell_0131,ductal
7397,human4_lib1.final_cell_0132,beta
7398,human4_lib1.final_cell_0133,ductal
7399,human4_lib1.final_cell_0134,ductal
7400,human4_lib1.final_cell_0135,beta
7401,human4_lib1.final_cell_0136,alpha
7402,human4_lib1.final_cell_0137,ductal
7403,human4_lib1.final_cell_0138,delta
7404,human4_lib1.final_cell_0139,beta
7405,human4_lib1.final_cell_0140,delta
7406,human4_lib1.final_cell_0141,delta
7407,human4_lib1.final_cell_0142,alpha
7408,human4_lib1.final_cell_0143,alpha
7409,human4_lib1.final_cell_0144,ductal
7410,human4_lib1.final_cell_0145,macrophage
7411,human4_lib1.final_cell_0146,alpha
7412,human4_lib1.final_cell_0147,ductal
7413,human4_lib1.final_cell_0148,ductal
7414,human4_lib1.final_cell_0149,ductal
7415,human4_lib1.final_cell_0150,beta
7416,human4_lib1.final_cell_0151,beta
7417,human4_lib1.final_cell_0152,alpha
7418,human4_lib1.final_cell_0153,beta
7419,human4_lib1.final_cell_0154,alpha
7420,human4_lib1.final_cell_0155,beta
7421,human4_lib1.final_cell_0156,beta
7422,human4_lib1.final_cell_0157,ductal
7423,human4_lib1.final_cell_0158,ductal
7424,human4_lib1.final_cell_0159,beta
7425,human4_lib1.final_cell_0160,beta
7426,human4_lib1.final_cell_0161,alpha
7427,human4_lib1.final_cell_0162,alpha
7428,human4_lib1.final_cell_0163,beta
7429,human4_lib1.final_cell_0164,beta
7430,human4_lib1.final_cell_0165,alpha
7431,human4_lib1.final_cell_0166,beta
7432,human4_lib1.final_cell_0167,beta
7433,human4_lib1.final_cell_0168,alpha
7434,human4_lib1.final_cell_0169,delta
7435,human4_lib1.final_cell_0170,beta
7436,human4_lib1.final_cell_0171,alpha
7437,human4_lib1.final_cell_0172,beta
7438,human4_lib1.final_cell_0173,beta
7439,human4_lib1.final_cell_0174,beta
7440,human4_lib1.final_cell_0175,beta
7441,human4_lib1.final_cell_0176,delta
7442,human4_lib1.final_cell_0177,beta
7443,human4_lib1.final_cell_0178,ductal
7444,human4_lib1.final_cell_0179,gamma
7445,human4_lib1.final_cell_0180,delta
7446,human4_lib1.final_cell_0181,ductal
7447,human4_lib1.final_cell_0182,alpha
7448,human4_lib1.final_cell_0183,ductal
7449,human4_lib1.final_cell_0184,alpha
7450,human4_lib1.final_cell_0185,alpha
7451,human4_lib1.final_cell_0186,delta
7452,human4_lib1.final_cell_0187,alpha
7453,human4_lib1.final_cell_0188,beta
7454,human4_lib1.final_cell_0189,delta
7455,human4_lib1.final_cell_0190,alpha
7456,human4_lib1.final_cell_0191,alpha
7457,human4_lib1.final_cell_0192,delta
7458,human4_lib1.final_cell_0193,beta
7459,human4_lib1.final_cell_0194,beta
7460,human4_lib1.final_cell_0195,alpha
7461,human4_lib1.final_cell_0196,gamma
7462,human4_lib1.final_cell_0197,beta
7463,human4_lib1.final_cell_0198,beta
7464,human4_lib1.final_cell_0199,gamma
7465,human4_lib1.final_cell_0200,delta
7466,human4_lib1.final_cell_0201,ductal
7467,human4_lib1.final_cell_0202,beta
7468,human4_lib1.final_cell_0203,alpha
7469,human4_lib1.final_cell_0204,delta
7470,human4_lib1.final_cell_0205,beta
7471,human4_lib1.final_cell_0206,beta
7472,human4_lib1.final_cell_0207,alpha
7473,human4_lib1.final_cell_0208,ductal
7474,human4_lib1.final_cell_0209,ductal
7475,human4_lib1.final_cell_0210,beta
7476,human4_lib1.final_cell_0211,alpha
7477,human4_lib1.final_cell_0212,ductal
7478,human4_lib1.final_cell_0213,activated_stellate
7479,human4_lib1.final_cell_0214,alpha
7480,human4_lib1.final_cell_0215,beta
7481,human4_lib1.final_cell_0216,alpha
7482,human4_lib1.final_cell_0217,ductal
7483,human4_lib1.final_cell_0218,beta
7484,human4_lib1.final_cell_0219,beta
7485,human4_lib1.final_cell_0220,ductal
7486,human4_lib1.final_cell_0221,beta
7487,human4_lib1.final_cell_0222,beta
7488,human4_lib1.final_cell_0223,ductal
7489,human4_lib1.final_cell_0224,beta
7490,human4_lib1.final_cell_0225,beta
7491,human4_lib1.final_cell_0226,beta
7492,human4_lib1.final_cell_0227,beta
7493,human4_lib1.final_cell_0228,alpha
7494,human4_lib1.final_cell_0229,delta
7495,human4_lib1.final_cell_0230,alpha
7496,human4_lib1.final_cell_0231,macrophage
7497,human4_lib1.final_cell_0232,alpha
7498,human4_lib1.final_cell_0233,alpha
7499,human4_lib1.final_cell_0234,beta
7500,human4_lib1.final_cell_0235,activated_stellate
7501,human4_lib1.final_cell_0236,beta
7502,human4_lib1.final_cell_0237,beta
7503,human4_lib1.final_cell_0238,ductal
7504,human4_lib1.final_cell_0239,ductal
7505,human4_lib1.final_cell_0240,gamma
7506,human4_lib1.final_cell_0241,beta
7507,human4_lib1.final_cell_0242,ductal
7508,human4_lib1.final_cell_0243,beta
7509,human4_lib1.final_cell_0244,beta
7510,human4_lib1.final_cell_0245,beta
7511,human4_lib1.final_cell_0246,beta
7512,human4_lib1.final_cell_0247,beta
7513,human4_lib1.final_cell_0248,alpha
7514,human4_lib1.final_cell_0249,delta
7515,human4_lib1.final_cell_0250,alpha
7516,human4_lib1.final_cell_0251,ductal
7517,human4_lib1.final_cell_0252,ductal
7518,human4_lib1.final_cell_0253,beta
7519,human4_lib1.final_cell_0254,alpha
7520,human4_lib1.final_cell_0255,alpha
7521,human4_lib1.final_cell_0256,ductal
7522,human4_lib1.final_cell_0257,ductal
7523,human4_lib1.final_cell_0258,alpha
7524,human4_lib1.final_cell_0259,alpha
7525,human4_lib1.final_cell_0260,ductal
7526,human4_lib1.final_cell_0261,beta
7527,human4_lib1.final_cell_0262,beta
7528,human4_lib1.final_cell_0263,alpha
7529,human4_lib1.final_cell_0264,ductal
7530,human4_lib1.final_cell_0265,gamma
7531,human4_lib1.final_cell_0266,beta
7532,human4_lib1.final_cell_0267,delta
7533,human4_lib1.final_cell_0268,gamma
7534,human4_lib1.final_cell_0269,beta
7535,human4_lib1.final_cell_0270,ductal
7536,human4_lib1.final_cell_0271,ductal
7537,human4_lib1.final_cell_0272,beta
7538,human4_lib1.final_cell_0273,ductal
7539,human4_lib1.final_cell_0274,beta
7540,human4_lib1.final_cell_0275,alpha
7541,human4_lib1.final_cell_0276,beta
7542,human4_lib1.final_cell_0277,beta
7543,human4_lib1.final_cell_0278,beta
7544,human4_lib1.final_cell_0279,alpha
7545,human4_lib1.final_cell_0280,beta
7546,human4_lib1.final_cell_0281,alpha
7547,human4_lib1.final_cell_0282,beta
7548,human4_lib1.final_cell_0283,beta
7549,human4_lib1.final_cell_0284,alpha
7550,human4_lib1.final_cell_0285,ductal
7551,human4_lib1.final_cell_0286,alpha
7552,human4_lib1.final_cell_0287,ductal
7553,human4_lib1.final_cell_0288,beta
7554,human4_lib1.final_cell_0289,alpha
7555,human4_lib1.final_cell_0290,beta
7556,human4_lib1.final_cell_0291,beta
7557,human4_lib1.final_cell_0292,beta
7558,human4_lib1.final_cell_0293,beta
7559,human4_lib1.final_cell_0294,alpha
7560,human4_lib1.final_cell_0295,macrophage
7561,human4_lib1.final_cell_0296,alpha
7562,human4_lib1.final_cell_0297,delta
7563,human4_lib1.final_cell_0298,gamma
7564,human4_lib1.final_cell_0299,beta
7565,human4_lib1.final_cell_0300,beta
7566,human4_lib1.final_cell_0301,delta
7567,human4_lib1.final_cell_0302,ductal
7568,human4_lib1.final_cell_0303,ductal
7569,human4_lib1.final_cell_0304,beta
7570,human4_lib1.final_cell_0305,beta
7571,human4_lib1.final_cell_0306,alpha
7572,human4_lib1.final_cell_0307,beta
7573,human4_lib1.final_cell_0308,alpha
7574,human4_lib1.final_cell_0309,activated_stellate
7575,human4_lib1.final_cell_0310,alpha
7576,human4_lib1.final_cell_0311,gamma
7577,human4_lib1.final_cell_0312,delta
7578,human4_lib1.final_cell_0313,beta
7579,human4_lib1.final_cell_0314,alpha
7580,human4_lib1.final_cell_0315,alpha
7581,human4_lib1.final_cell_0316,beta
7582,human4_lib1.final_cell_0317,delta
7583,human4_lib1.final_cell_0318,delta
7584,human4_lib1.final_cell_0319,delta
7585,human4_lib1.final_cell_0320,alpha
7586,human4_lib1.final_cell_0321,beta
7587,human4_lib1.final_cell_0322,beta
7588,human4_lib1.final_cell_0323,activated_stellate
7589,human4_lib1.final_cell_0324,ductal
7590,human4_lib1.final_cell_0325,beta
7591,human4_lib1.final_cell_0326,epsilon
7592,human4_lib1.final_cell_0327,alpha
7593,human4_lib1.final_cell_0328,gamma
7594,human4_lib1.final_cell_0329,gamma
7595,human4_lib1.final_cell_0330,beta
7596,human4_lib1.final_cell_0331,gamma
7597,human4_lib1.final_cell_0332,alpha
7598,human4_lib1.final_cell_0333,alpha
7599,human4_lib1.final_cell_0334,beta
7600,human4_lib1.final_cell_0335,alpha
7601,human4_lib1.final_cell_0336,ductal
7602,human4_lib1.final_cell_0337,delta
7603,human4_lib1.final_cell_0338,alpha
7604,human4_lib1.final_cell_0339,beta
7605,human4_lib1.final_cell_0340,beta
7606,human4_lib1.final_cell_0341,alpha
7607,human4_lib1.final_cell_0342,beta
7608,human4_lib1.final_cell_0343,ductal
7609,human4_lib1.final_cell_0344,alpha
7610,human4_lib1.final_cell_0345,alpha
7611,human4_lib1.final_cell_0346,ductal
7612,human4_lib1.final_cell_0347,delta
7613,human4_lib1.final_cell_0348,beta
7614,human4_lib1.final_cell_0349,macrophage
7615,human4_lib1.final_cell_0350,alpha
7616,human4_lib1.final_cell_0351,ductal
7617,human4_lib1.final_cell_0352,beta
7618,human4_lib1.final_cell_0353,alpha
7619,human4_lib1.final_cell_0354,activated_stellate
7620,human4_lib1.final_cell_0355,ductal
7621,human4_lib1.final_cell_0356,beta
7622,human4_lib1.final_cell_0357,alpha
7623,human4_lib1.final_cell_0358,beta
7624,human4_lib1.final_cell_0359,beta
7625,human4_lib1.final_cell_0360,ductal
7626,human4_lib1.final_cell_0361,endothelial
7627,human4_lib1.final_cell_0362,ductal
7628,human4_lib1.final_cell_0363,alpha
7629,human4_lib1.final_cell_0364,ductal
7630,human4_lib1.final_cell_0365,gamma
7631,human4_lib1.final_cell_0366,beta
7632,human4_lib1.final_cell_0367,activated_stellate
7633,human4_lib1.final_cell_0368,beta
7634,human4_lib1.final_cell_0369,alpha
7635,human4_lib1.final_cell_0370,alpha
7636,human4_lib1.final_cell_0371,activated_stellate
7637,human4_lib1.final_cell_0372,ductal
7638,human4_lib1.final_cell_0373,alpha
7639,human4_lib1.final_cell_0374,beta
7640,human4_lib1.final_cell_0375,beta
7641,human4_lib1.final_cell_0376,alpha
7642,human4_lib1.final_cell_0377,delta
7643,human4_lib1.final_cell_0378,beta
7644,human4_lib1.final_cell_0379,ductal
7645,human4_lib1.final_cell_0380,beta
7646,human4_lib1.final_cell_0381,beta
7647,human4_lib1.final_cell_0382,beta
7648,human4_lib1.final_cell_0383,beta
7649,human4_lib1.final_cell_0384,alpha
7650,human4_lib1.final_cell_0385,beta
7651,human4_lib1.final_cell_0386,alpha
7652,human4_lib1.final_cell_0387,delta
7653,human4_lib1.final_cell_0388,gamma
7654,human4_lib1.final_cell_0389,beta
7655,human4_lib1.final_cell_0390,beta
7656,human4_lib1.final_cell_0391,alpha
7657,human4_lib1.final_cell_0392,alpha
7658,human4_lib1.final_cell_0393,delta
7659,human4_lib1.final_cell_0394,alpha
7660,human4_lib1.final_cell_0395,gamma
7661,human4_lib1.final_cell_0396,beta
7662,human4_lib1.final_cell_0397,beta
7663,human4_lib1.final_cell_0398,beta
7664,human4_lib1.final_cell_0399,ductal
7665,human4_lib1.final_cell_0400,activated_stellate
7666,human4_lib1.final_cell_0401,beta
7667,human4_lib1.final_cell_0402,ductal
7668,human4_lib1.final_cell_0403,beta
7669,human4_lib1.final_cell_0404,beta
7670,human4_lib1.final_cell_0405,beta
7671,human4_lib1.final_cell_0406,delta
7672,human4_lib1.final_cell_0407,beta
7673,human4_lib1.final_cell_0408,alpha
7674,human4_lib1.final_cell_0409,beta
7675,human4_lib1.final_cell_0410,beta
7676,human4_lib1.final_cell_0411,beta
7677,human4_lib1.final_cell_0412,beta
7678,human4_lib1.final_cell_0413,ductal
7679,human4_lib1.final_cell_0414,beta
7680,human4_lib1.final_cell_0415,beta
7681,human4_lib1.final_cell_0416,alpha
7682,human4_lib1.final_cell_0417,beta
7683,human4_lib1.final_cell_0418,beta
7684,human4_lib1.final_cell_0419,delta
7685,human4_lib1.final_cell_0420,ductal
7686,human4_lib1.final_cell_0421,alpha
7687,human4_lib1.final_cell_0422,ductal
