,Cell,Cell_type
9489,F2S4_161111_004_C01,L6 CT VISp Ctxn3 Brinp3
9490,F2S4_161111_004_D01,L6 CT VISp Nxph2 Wls
9491,F2S4_161111_004_E01,L5 PT VISp Krt80
9492,F2S4_161111_004_F01,L5 PT VISp Krt80
9493,F2S4_161111_004_G01,L6 CT VISp Gpr139
9494,F2S4_161111_004_H01,L6 CT VISp Ctxn3 Brinp3
9495,F2S4_161111_005_A01,L5 PT VISp Chrna6
9496,F2S4_161111_005_B01,L6 CT VISp Nxph2 Wls
9497,F2S4_161111_005_C01,L5 PT VISp Chrna6
9498,F2S4_161111_005_D01,L5 PT VISp Krt80
9499,F2S4_161111_005_E01,L5 PT VISp C1ql2 Cdh13
9500,F2S4_161111_005_F01,L6 CT VISp Nxph2 Wls
9501,F2S4_161111_005_G01,L6 CT VISp Nxph2 Wls
9502,F2S4_161111_005_H01,L5 PT VISp Krt80
9503,F2S4_161111_006_A01,L5 PT VISp Krt80
9504,F2S4_161111_006_B01,L5 PT VISp C1ql2 Ptgfr
9505,F2S4_161111_006_C01,L5 PT VISp C1ql2 Cdh13
9506,F2S4_161111_006_D01,L5 PT VISp C1ql2 Ptgfr
9507,F2S4_161111_006_E01,L5 PT VISp Krt80
9508,F2S4_161111_006_F01,L6 CT VISp Nxph2 Wls
9509,F2S4_161111_006_G01,L6 CT VISp Ctxn3 Brinp3
9510,F2S4_161111_006_H01,L5 PT VISp Chrna6
9511,F2S4_161111_007_G01,L5 PT VISp C1ql2 Ptgfr
9512,F2S4_161111_007_H01,L5 PT VISp Krt80
9513,F2S4_161114_001_A01,L6 CT VISp Krt80 Sla
9514,F2S4_161114_001_B01,L6 CT VISp Krt80 Sla
9515,F2S4_161114_001_C01,L6 CT VISp Ctxn3 Sla
9516,F2S4_161114_001_D01,L6 CT VISp Krt80 Sla
9517,F2S4_161114_001_E01,L6 CT VISp Krt80 Sla
9518,F2S4_161114_001_F01,L6 CT VISp Krt80 Sla
9519,F2S4_161114_001_G01,L5 PT VISp C1ql2 Ptgfr
9520,F2S4_161114_001_H01,L6 CT VISp Krt80 Sla
9521,F2S4_161114_002_B01,L6 CT VISp Krt80 Sla
9522,F2S4_161114_002_C01,L6 CT VISp Krt80 Sla
9523,F2S4_161114_002_D01,L6 CT VISp Krt80 Sla
9524,F2S4_161114_002_E01,L6 CT VISp Krt80 Sla
9525,F2S4_161114_002_F01,L6 CT VISp Ctxn3 Sla
9526,F2S4_161114_002_G01,L6 CT ALM Nxph2 Sla
9527,F2S4_161114_002_H01,L6 CT VISp Krt80 Sla
9528,F2S4_161115_001_B01,L5 PT VISp Krt80
9529,F2S4_161116_001_A01,L2/3 IT VISp Agmat
9530,F2S4_161116_001_B01,L6 IT VISp Penk Col27a1
9531,F2S4_161116_001_C01,L2/3 IT VISp Agmat
9532,F2S4_161116_001_D01,L2/3 IT VISp Agmat
9533,F2S4_161116_001_F01,L6b VISp Crh
9534,F2S4_161116_001_G01,L2/3 IT VISp Adamts2
9535,F2S4_161116_001_H01,L5 IT VISp Batf3
9536,F2S4_161116_002_B01,L6 IT VISp Penk Col27a1
9537,F2S4_161116_002_G01,L6b VISp Mup5
9538,F2S4_161116_002_H01,L6 IT VISp Penk Col27a1
9539,F2S4_161117_001_A01,L5 IT VISp Hsd11b1 Endou
9540,F2S4_161117_001_B01,L2/3 IT VISp Agmat
9541,F2S4_161117_001_E01,L6b VISp Mup5
9542,F2S4_161117_001_F01,L6b VISp Crh
9543,F2S4_161117_001_G01,VLMC Osr1 Cd74
9544,F2S4_161117_002_B01,L5 IT VISp Batf3
9545,F2S4_161117_002_C01,L5 IT VISp Hsd11b1 Endou
9546,F2S4_161117_002_D01,L2/3 IT VISp Agmat
9547,F2S4_161117_002_F01,L6b VISp Mup5
9548,F2S4_161117_002_G01,L2/3 IT VISp Agmat
9549,F2S4_161117_002_H01,VLMC Osr1 Cd74
9550,F2S4_161117_003_A01,L2/3 IT VISp Agmat
9551,F2S4_161117_003_B01,L6b VISp Crh
9552,F2S4_161117_003_C01,L5 IT VISp Hsd11b1 Endou
9553,F2S4_161117_003_D01,L5 IT VISp Hsd11b1 Endou
9554,F2S4_161117_003_E01,L5 IT VISp Hsd11b1 Endou
9555,F2S4_161117_003_F01,Sst Calb2 Necab1
9556,F2S4_161117_003_G01,L6b VISp Col8a1 Rprm
9557,F2S4_161117_003_H01,L2/3 IT VISp Agmat
9558,F2S4_161117_004_A01,L6b P2ry12
9559,F2S4_161117_004_B01,L5 IT VISp Hsd11b1 Endou
9560,F2S4_161117_004_D01,VLMC Osr1 Cd74
9561,F2S4_161117_004_E01,L5 IT VISp Hsd11b1 Endou
9562,F2S4_161117_004_F01,L6b VISp Mup5
9563,F2S4_161117_004_G01,L2/3 IT VISp Agmat
9564,F2S4_161117_004_H01,VLMC Osr1 Cd74
9565,F2S4_161117_005_A01,L4 IT VISp Rspo1
9566,F2S4_161117_005_B01,L5 IT VISp Whrn Tox2
9567,F2S4_161117_005_C01,L4 IT VISp Rspo1
9568,F2S4_161117_005_D01,L4 IT VISp Rspo1
9569,F2S4_161117_005_E01,L2/3 IT VISp Agmat
9570,F2S4_161117_005_F01,L2/3 IT VISp Agmat
9571,F2S4_161117_005_G01,L6b VISp Col8a1 Rxfp1
9572,F2S4_161117_005_H01,L5 IT VISp Hsd11b1 Endou
9573,F2S4_161117_006_A01,L5 IT VISp Hsd11b1 Endou
9574,F2S4_161117_006_B01,L5 IT VISp Hsd11b1 Endou
9575,F2S4_161117_006_C01,L6 IT VISp Penk Col27a1
9576,F2S4_161117_006_D01,L2/3 IT VISp Agmat
9577,F2S4_161117_006_E01,L6b VISp Mup5
9578,F2S4_161117_006_F01,L6b VISp Mup5
9579,F2S4_161117_006_G01,L5 IT VISp Hsd11b1 Endou
9580,F2S4_161117_006_H01,L4 IT VISp Rspo1
9581,F2S4_161121_001_A01,L6 CT VISp Krt80 Sla
9582,F2S4_161121_001_B01,L6 CT VISp Krt80 Sla
9583,F2S4_161121_001_C01,L6 CT VISp Krt80 Sla
9584,F2S4_161121_001_D01,L6 CT VISp Krt80 Sla
9585,F2S4_161121_001_F01,L6 CT VISp Ctxn3 Sla
9586,F2S4_161121_001_G01,L6 CT VISp Krt80 Sla
9587,F2S4_161121_001_H01,L6 CT VISp Krt80 Sla
9588,F2S4_161121_002_A01,L6b VISp Col8a1 Rprm
9589,F2S4_161121_002_B01,L6 CT VISp Krt80 Sla
9590,F2S4_161121_002_C01,L6 CT VISp Krt80 Sla
9591,F2S4_161121_002_D01,L6 CT VISp Krt80 Sla
9592,F2S4_161121_002_E01,L6 CT VISp Krt80 Sla
9593,F2S4_161121_002_F01,L6b VISp Col8a1 Rprm
9594,F2S4_161121_002_G01,L6 CT VISp Krt80 Sla
9595,F2S4_161121_002_H01,L6 CT VISp Krt80 Sla
9596,F2S4_161121_003_A01,L6 CT VISp Krt80 Sla
9597,F2S4_161121_003_B01,L6b VISp Col8a1 Rprm
9598,F2S4_161121_003_D01,L6 CT VISp Krt80 Sla
9599,F2S4_161121_003_E01,L6b VISp Col8a1 Rprm
9600,F2S4_161121_003_G01,L6b VISp Col8a1 Rprm
9601,F2S4_161121_003_H01,L6 CT VISp Krt80 Sla
9602,F2S4_161121_004_A01,L6 CT VISp Krt80 Sla
9603,F2S4_161121_004_B01,L6 CT VISp Krt80 Sla
9604,F2S4_161121_004_C01,L6 CT VISp Krt80 Sla
9605,F2S4_161121_004_D01,L6 CT VISp Krt80 Sla
9606,F2S4_161121_004_E01,L6 CT VISp Krt80 Sla
9607,F2S4_161121_004_F01,L5 PT VISp C1ql2 Cdh13
9608,F2S4_161121_004_G01,L6 CT VISp Krt80 Sla
9609,F2S4_161121_004_H01,L6 CT VISp Krt80 Sla
9610,F2S4_161121_005_A01,L6 CT VISp Ctxn3 Sla
9611,F2S4_161121_005_B01,L6 CT VISp Krt80 Sla
9612,F2S4_161121_005_C01,L6 CT VISp Krt80 Sla
9613,F2S4_161121_005_D01,L6 CT VISp Krt80 Sla
9614,F2S4_161121_005_F01,L6 CT VISp Krt80 Sla
9615,F2S4_161121_005_G01,L6 CT VISp Krt80 Sla
9616,F2S4_161121_005_H01,L6 CT VISp Krt80 Sla
9617,F2S4_161121_006_D01,L6 CT VISp Krt80 Sla
9618,F2S4_161121_006_E01,L6 CT VISp Krt80 Sla
9619,F2S4_161121_006_F01,L6b VISp Col8a1 Rprm
9620,F2S4_161121_006_G01,L6 CT VISp Krt80 Sla
9621,F2S4_161121_006_H01,L6 CT VISp Krt80 Sla
9622,F2S4_161122_001_A01,L6 CT VISp Krt80 Sla
9623,F2S4_161122_001_B01,L5 PT VISp Krt80
9624,F2S4_161122_001_C01,L6 CT VISp Gpr139
9625,F2S4_161122_001_D01,L6 CT VISp Ctxn3 Sla
9626,F2S4_161122_001_E01,L5 PT VISp C1ql2 Ptgfr
9627,F2S4_161122_001_G01,L6b VISp Col8a1 Rprm
9628,F2S4_161122_001_H01,L6 CT VISp Krt80 Sla
9629,F2S4_161122_002_A01,L6 CT VISp Ctxn3 Sla
9630,F2S4_161122_002_B01,L6 CT VISp Ctxn3 Brinp3
9631,F2S4_161122_002_C01,L5 PT VISp Chrna6
9632,F2S4_161122_002_D01,L6 CT VISp Ctxn3 Brinp3
9633,F2S4_161122_002_E01,L6 CT VISp Ctxn3 Sla
9634,F2S4_161122_002_F01,L6 CT VISp Gpr139
9635,F2S4_161122_002_G01,L6 CT VISp Krt80 Sla
9636,F2S4_161122_002_H01,L6b VISp Col8a1 Rprm
9637,F2S4_161122_003_A01,L6 CT VISp Ctxn3 Sla
9638,F2S4_161122_003_B01,L5 PT VISp C1ql2 Ptgfr
9639,F2S4_161122_003_C01,L5 PT VISp Krt80
9640,F2S4_161122_003_D01,L6 CT VISp Krt80 Sla
9641,F2S4_161122_003_E01,L6b VISp Col8a1 Rprm
9642,F2S4_161122_003_F01,L6 CT VISp Ctxn3 Brinp3
9643,F2S4_161122_003_G01,L6 CT VISp Ctxn3 Sla
9644,F2S4_161122_003_H01,L6 CT VISp Ctxn3 Sla
9645,F2S4_161122_004_H01,L5 PT VISp Krt80
9646,F2S4_161123_162_A01,L6 IT VISp Col23a1 Adamts2
9647,F2S4_161123_162_B01,L6 IT VISp Penk Col27a1
9648,F2S4_161123_162_C01,L2/3 IT VISp Rrad
9649,F2S4_161123_162_D01,L2/3 IT VISp Agmat
9650,F2S4_161123_162_F01,L6 IT VISp Penk Col27a1
9651,F2S4_161123_162_H01,L6 IT VISp Penk Col27a1
9652,F2S4_161123_163_A01,L6 IT VISp Col23a1 Adamts2
9653,F2S4_161123_163_C01,L2/3 IT VISp Adamts2
9654,F2S4_161123_163_D01,L6 IT VISp Col18a1
9655,F2S4_161123_163_E01,L6 IT VISp Penk Col27a1
9656,F2S4_161123_163_F01,L2/3 IT VISp Agmat
9657,F2S4_161123_163_G01,L6 IT VISp Penk Col27a1
9658,F2S4_161123_163_H01,L6 IT VISp Penk Col27a1
9659,F2S4_161123_164_A01,L6b VISp Crh
9660,F2S4_161123_164_B01,L6 IT VISp Col23a1 Adamts2
9661,F2S4_161123_164_C01,L6 IT VISp Penk Col27a1
9662,F2S4_161123_164_D01,L6 IT VISp Penk Col27a1
9663,F2S4_161123_164_E01,L2/3 IT VISp Adamts2
9664,F2S4_161128_001_A01,L5 IT VISp Batf3
9665,F2S4_161128_001_B01,L5 IT VISp Col27a1
9666,F2S4_161128_001_C01,L2/3 IT VISp Adamts2
9667,F2S4_161128_001_D01,L6 IT VISp Col23a1 Adamts2
9668,F2S4_161128_001_E01,L6 IT VISp Penk Col27a1
9669,F2S4_161128_001_F01,L2/3 IT VISp Agmat
9670,F2S4_161128_001_G01,L2/3 IT VISp Adamts2
9671,F2S4_161128_001_H01,L6 IT VISp Penk Fst
9672,F2S4_161128_002_A01,L2/3 IT VISp Adamts2
9673,F2S4_161128_002_B01,L6 IT VISp Penk Col27a1
9674,F2S4_161128_002_C01,L6 IT VISp Penk Col27a1
9675,F2S4_161128_002_D01,L2/3 IT VISp Agmat
9676,F2S4_161128_002_E01,L6 IT VISp Penk Col27a1
9677,F2S4_161128_002_F01,L6 IT VISp Penk Col27a1
9678,F2S4_161128_002_G01,L5 IT VISp Batf3
9679,F2S4_161128_002_H01,L6 IT VISp Penk Col27a1
9680,F2S4_161128_003_A01,L2/3 IT VISp Agmat
9681,F2S4_161128_003_B01,L6 IT VISp Penk Col27a1
9682,F2S4_161128_003_C01,L6 IT VISp Penk Col27a1
9683,F2S4_161128_003_D01,L6 IT VISp Penk Col27a1
9684,F2S4_161128_003_E01,L6 IT VISp Penk Col27a1
9685,F2S4_161128_003_F01,L6 IT VISp Penk Col27a1
9686,F2S4_161128_003_G01,L2/3 IT VISp Adamts2
9687,F2S4_161128_003_H01,L6 IT VISp Penk Col27a1
9688,F2S4_161128_004_A01,L6 IT VISp Penk Col27a1
9689,F2S4_161128_004_B01,L6 IT VISp Col23a1 Adamts2
9690,F2S4_161128_004_C01,L2/3 IT VISp Agmat
9691,F2S4_161128_004_D01,L6 IT VISp Col23a1 Adamts2
9692,F2S4_161128_004_E01,L6 IT VISp Penk Col27a1
9693,F2S4_161128_004_F01,L2/3 IT VISp Agmat
9694,F2S4_161128_004_G01,L6 IT VISp Penk Col27a1
9695,F2S4_161128_004_H01,L6 IT VISp Penk Col27a1
9696,F2S4_161128_005_A01,L6 IT VISp Penk Col27a1
9697,F2S4_161128_005_B01,L6 IT VISp Penk Col27a1
9698,F2S4_161128_005_C01,L2/3 IT VISp Agmat
9699,F2S4_161128_005_D01,L5 IT VISp Whrn Tox2
9700,F2S4_161128_005_E01,L6 IT VISp Penk Col27a1
9701,F2S4_161128_005_F01,L6 IT VISp Col23a1 Adamts2
9702,F2S4_161128_005_G01,L6 IT VISp Penk Col27a1
9703,F2S4_161128_005_H01,L2/3 IT VISp Adamts2
9704,F2S4_161128_006_A01,L6 IT VISp Penk Col27a1
9705,F2S4_161128_006_B01,L5 IT VISp Batf3
9706,F2S4_161128_006_C01,L5 PT VISp C1ql2 Cdh13
9707,F2S4_161128_006_D01,L6 IT VISp Penk Col27a1
9708,F2S4_161128_006_E01,L6 IT VISp Penk Col27a1
9709,F2S4_161128_006_F01,L6 IT VISp Penk Col27a1
9710,F2S4_161128_006_G01,L6 IT VISp Penk Col27a1
9711,F2S4_161128_006_H01,L5 IT VISp Col27a1
9712,F2S4_161128_007_A01,L2/3 IT VISp Adamts2
9713,F2S4_161128_007_B01,L6 IT VISp Penk Fst
9714,F2S4_161128_007_C01,L2/3 IT VISp Agmat
9715,F2S4_161128_007_D01,L2/3 IT VISp Rrad
9716,F2S4_161128_007_E01,L6 IT VISp Penk Col27a1
9717,F2S4_161128_007_F01,L6 IT VISp Penk Col27a1
9718,F2S4_161128_007_G01,L6 IT VISp Penk Col27a1
9719,F2S4_161128_007_H01,L5 IT VISp Hsd11b1 Endou
9720,F2S4_161128_008_B01,L6 IT VISp Col23a1 Adamts2
9721,F2S4_161128_008_C01,L6 IT VISp Col23a1 Adamts2
9722,F2S4_161128_008_E01,L2/3 IT VISp Rrad
9723,F2S4_161128_008_F01,L6 IT VISp Penk Col27a1
9724,F2S4_161128_008_G01,L6 IT VISp Col23a1 Adamts2
9725,F2S4_161128_008_H01,L6 IT VISp Penk Col27a1
9726,F2S4_161128_009_A01,L5 IT VISp Batf3
9727,F2S4_161128_009_B01,L6 IT VISp Penk Col27a1
9728,F2S4_161128_009_C01,L6 IT VISp Penk Col27a1
9729,F2S4_161128_009_D01,L6 IT VISp Penk Col27a1
9730,F2S4_161128_009_E01,L6 IT VISp Penk Col27a1
9731,F2S4_161128_009_F01,L2/3 IT VISp Rrad
9732,F2S4_161128_009_G01,L6 IT VISp Penk Col27a1
9733,F2S4_161128_009_H01,L2/3 IT VISp Agmat
9734,F2S4_161128_010_A01,L6 IT VISp Col23a1 Adamts2
9735,F2S4_161128_010_B01,L6 IT VISp Penk Col27a1
9736,F2S4_161128_010_C01,L6 IT VISp Penk Col27a1
9737,F2S4_161128_010_D01,L2/3 IT VISp Agmat
9738,F2S4_161128_010_E01,L6 IT VISp Penk Fst
9739,F2S4_161128_010_F01,L6 IT VISp Penk Col27a1
9740,F2S4_161128_010_G01,L6 IT VISp Penk Col27a1
9741,F2S4_161128_010_H01,L2/3 IT VISp Agmat
9742,F2S4_161128_011_A01,L6 IT VISp Penk Col27a1
9743,F2S4_161128_011_B01,L6 IT VISp Col23a1 Adamts2
9744,F2S4_161128_011_C01,L6 IT VISp Penk Col27a1
9745,F2S4_161128_011_D01,L6 IT VISp Penk Col27a1
9746,F2S4_161128_011_F01,L2/3 IT VISp Rrad
9747,F2S4_161128_011_G01,L2/3 IT VISp Agmat
9748,F2S4_161128_011_H01,L5 IT VISp Col6a1 Fezf2
9749,F2S4_161128_012_A01,L6 IT VISp Penk Col27a1
9750,F2S4_161128_012_B01,L6 IT VISp Col23a1 Adamts2
9751,F2S4_161128_012_C01,L6 IT VISp Car3
9752,F2S4_161128_012_D01,L2/3 IT VISp Agmat
9753,F2S4_161128_012_E01,L6 IT VISp Penk Col27a1
9754,F2S4_161128_012_F01,L6 IT VISp Penk Fst
9755,F2S4_161128_012_G01,L6 IT VISp Penk Fst
9756,F2S4_161128_012_H01,L6 IT VISp Penk Col27a1
9757,F2S4_161128_013_A01,L6 IT VISp Penk Col27a1
9758,F2S4_161128_013_B01,L5 IT VISp Batf3
9759,F2S4_161128_013_C01,L6 IT VISp Penk Col27a1
9760,F2S4_161128_013_D01,L6 IT VISp Penk Col27a1
9761,F2S4_161128_013_E01,L6 IT VISp Car3
9762,F2S4_161128_013_F01,L2/3 IT VISp Agmat
9763,F2S4_161128_013_G01,L6 IT VISp Penk Col27a1
9764,F2S4_161128_014_A01,L5 IT VISp Batf3
9765,F2S4_161128_014_B01,L5 IT VISp Col6a1 Fezf2
9766,F2S4_161128_014_C01,L6 IT VISp Penk Col27a1
9767,F2S4_161128_014_D01,L5 IT VISp Batf3
9768,F2S4_161128_014_E01,L6 IT VISp Penk Col27a1
9769,F2S4_161128_014_F01,L2/3 IT VISp Agmat
9770,F2S4_161128_014_G01,L5 IT VISp Col6a1 Fezf2
9771,F2S4_161128_014_H01,L6 IT VISp Penk Col27a1
9772,F2S4_161128_015_A01,L6 IT VISp Penk Fst
9773,F2S4_161128_015_C01,L5 IT VISp Batf3
9774,F2S4_161128_015_D01,L6 IT VISp Penk Col27a1
9775,F2S4_161128_015_E01,L6 IT VISp Col23a1 Adamts2
9776,F2S4_161128_015_F01,L6 IT VISp Col23a1 Adamts2
9777,F2S4_161128_015_G01,L6 IT VISp Col23a1 Adamts2
9778,F2S4_161128_015_H01,L2/3 IT VISp Agmat
9779,F2S4_161128_016_A01,L6 IT VISp Penk Col27a1
9780,F2S4_161128_016_B01,L6 IT VISp Penk Col27a1
9781,F2S4_161128_016_C01,L2/3 IT VISp Agmat
9782,F2S4_161128_016_D01,L6 IT VISp Col23a1 Adamts2
9783,F2S4_161128_016_E01,L2/3 IT VISp Adamts2
9784,F2S4_161128_016_F01,L6 IT VISp Penk Col27a1
9785,F2S4_161128_016_G01,L6 IT VISp Penk Col27a1
9786,F2S4_161128_016_H01,L5 IT VISp Batf3
9787,F2S4_161128_017_A01,L6 IT VISp Col23a1 Adamts2
9788,F2S4_161128_017_B01,L6 IT VISp Penk Col27a1
9789,F2S4_161128_017_D01,L6 IT VISp Penk Col27a1
9790,F2S4_161128_017_E01,L6 IT VISp Penk Col27a1
9791,F2S4_161128_017_F01,L6 IT VISp Penk Col27a1
9792,F2S4_161128_017_G01,L6 IT VISp Col23a1 Adamts2
9793,F2S4_161128_017_H01,L6 IT VISp Penk Col27a1
9794,F2S4_161128_018_A01,L2/3 IT VISp Adamts2
9795,F2S4_161128_018_B01,L6 IT VISp Penk Col27a1
9796,F2S4_161128_018_D01,L6 IT VISp Penk Col27a1
9797,F2S4_161128_018_E01,L5 IT VISp Batf3
9798,F2S4_161128_018_F01,L2/3 IT VISp Agmat
9799,F2S4_161128_018_G01,L5 IT VISp Batf3
9800,F2S4_161128_018_H01,L6 IT VISp Penk Col27a1
9801,F2S4_161129_001_A01,L2/3 IT VISp Adamts2
9802,F2S4_161129_001_B01,L2/3 IT VISp Agmat
9803,F2S4_161129_001_C01,L5 IT VISp Col27a1
9804,F2S4_161129_001_D01,L2/3 IT VISp Adamts2
9805,F2S4_161129_001_E01,L2/3 IT VISp Agmat
9806,F2S4_161129_001_F01,L2/3 IT VISp Agmat
9807,F2S4_161129_001_G01,L2/3 IT VISp Agmat
9808,F2S4_161129_001_H01,L2/3 IT VISp Agmat
9809,F2S4_161129_002_A01,L2/3 IT VISp Agmat
9810,F2S4_161129_002_B01,L6 IT VISp Col18a1
9811,F2S4_161129_002_C01,L6 IT VISp Penk Col27a1
9812,F2S4_161129_002_D01,L5 PT VISp C1ql2 Cdh13
9813,F2S4_161129_002_E01,L2/3 IT VISp Adamts2
9814,F2S4_161129_002_F01,L2/3 IT VISp Agmat
9815,F2S4_161129_002_G01,L2/3 IT VISp Agmat
9816,F2S4_161129_002_H01,L2/3 IT VISp Adamts2
9817,F2S4_161129_003_A01,L2/3 IT VISp Agmat
9818,F2S4_161129_003_B01,L2/3 IT VISp Adamts2
9819,F2S4_161129_003_C01,L5 PT VISp C1ql2 Cdh13
9820,F2S4_161129_003_D01,L2/3 IT VISp Adamts2
9821,F2S4_161129_003_F01,L2/3 IT VISp Agmat
9822,F2S4_161129_003_G01,L2/3 IT VISp Adamts2
9823,F2S4_161129_003_H01,L2/3 IT VISp Agmat
9824,F2S4_161129_004_A01,L2/3 IT VISp Agmat
9825,F2S4_161129_004_B01,L2/3 IT VISp Agmat
9826,F2S4_161129_004_C01,L2/3 IT VISp Agmat
9827,F2S4_161129_004_D01,L2/3 IT VISp Adamts2
9828,F2S4_161129_004_E01,L2/3 IT VISp Agmat
9829,F2S4_161129_004_F01,L6 IT VISp Penk Col27a1
9830,F2S4_161129_004_G01,L2/3 IT VISp Adamts2
9831,F2S4_161129_004_H01,L2/3 IT VISp Agmat
9832,F2S4_161129_005_B01,L2/3 IT VISp Agmat
9833,F2S4_161129_005_C01,L2/3 IT VISp Adamts2
9834,F2S4_161129_005_E01,L2/3 IT VISp Agmat
9835,F2S4_161129_005_F01,L2/3 IT VISp Agmat
9836,F2S4_161129_005_H01,L2/3 IT VISp Adamts2
9837,F2S4_161129_006_A01,L2/3 IT VISp Agmat
9838,F2S4_161129_006_B01,L2/3 IT VISp Agmat
9839,F2S4_161129_006_C01,L2/3 IT VISp Agmat
9840,F2S4_161129_006_D01,L2/3 IT VISp Agmat
9841,F2S4_161129_006_E01,L5 IT VISp Col6a1 Fezf2
9842,F2S4_161129_006_F01,L2/3 IT VISp Agmat
9843,F2S4_161129_006_G01,L2/3 IT VISp Agmat
9844,F2S4_161129_006_H01,L2/3 IT VISp Agmat
9845,F2S4_161129_007_A01,L6 IT VISp Car3
9846,F2S4_161129_007_B01,L2/3 IT VISp Agmat
9847,F2S4_161129_007_C01,L2/3 IT VISp Agmat
9848,F2S4_161129_007_D01,L2/3 IT VISp Adamts2
9849,F2S4_161129_007_E01,L2/3 IT VISp Agmat
9850,F2S4_161129_007_F01,L5 PT VISp Krt80
9851,F2S4_161129_007_G01,L2/3 IT VISp Agmat
9852,F2S4_161129_007_H01,L2/3 IT VISp Adamts2
9853,F2S4_161129_008_A01,L2/3 IT VISp Agmat
9854,F2S4_161129_008_B01,L2/3 IT VISp Adamts2
9855,F2S4_161129_008_C01,L2/3 IT VISp Agmat
9856,F2S4_161129_008_D01,L2/3 IT VISp Agmat
9857,F2S4_161129_008_E01,L2/3 IT VISp Agmat
9858,F2S4_161129_008_F01,L2/3 IT VISp Agmat
9859,F2S4_161129_008_G01,L2/3 IT VISp Agmat
9860,F2S4_161129_008_H01,L2/3 IT VISp Agmat
9861,F2S4_161129_009_B01,L2/3 IT VISp Agmat
9862,F2S4_161206_001_A01,L6 CT VISp Krt80 Sla
9863,F2S4_161206_001_B01,L6 CT VISp Krt80 Sla
9864,F2S4_161206_001_C01,L6 CT VISp Krt80 Sla
9865,F2S4_161206_001_D01,L6 CT VISp Krt80 Sla
9866,F2S4_161206_001_E01,L6 CT VISp Krt80 Sla
9867,F2S4_161206_001_F01,L6 CT VISp Krt80 Sla
9868,F2S4_161206_001_G01,L6 CT VISp Krt80 Sla
9869,F2S4_161206_001_H01,L6 CT VISp Krt80 Sla
9870,F2S4_161206_002_A01,L6 CT VISp Krt80 Sla
9871,F2S4_161206_002_B01,L6 CT VISp Ctxn3 Sla
9872,F2S4_161206_002_C01,L6 CT VISp Ctxn3 Sla
9873,F2S4_161206_002_D01,L6 CT VISp Ctxn3 Sla
9874,F2S4_161206_002_E01,L6 CT VISp Krt80 Sla
9875,F2S4_161206_002_F01,L6 CT VISp Krt80 Sla
9876,F2S4_161206_002_G01,L6 CT VISp Ctxn3 Sla
9877,F2S4_161206_002_H01,L6b VISp Col8a1 Rprm
9878,F2S4_161206_003_A01,L6 CT VISp Krt80 Sla
9879,F2S4_161206_003_B01,L6 CT VISp Krt80 Sla
9880,F2S4_161206_003_C01,L6 CT VISp Krt80 Sla
9881,F2S4_161206_003_D01,L6 CT VISp Krt80 Sla
9882,F2S4_161206_003_E01,L6 CT VISp Krt80 Sla
9883,F2S4_161206_003_F01,L6 CT VISp Krt80 Sla
9884,F2S4_161206_003_G01,L6 CT VISp Krt80 Sla
9885,F2S4_161206_004_D01,L6 CT VISp Krt80 Sla
9886,F2S4_161206_004_F01,L6 CT VISp Krt80 Sla
9887,F2S4_161206_004_G01,L6 CT VISp Ctxn3 Sla
9888,F2S4_161206_004_H01,L6 CT VISp Krt80 Sla
9889,F2S4_161207_001_A01,L6 CT VISp Ctxn3 Brinp3
9890,F2S4_161207_001_B01,L6 CT VISp Ctxn3 Brinp3
9891,F2S4_161207_001_C01,L6 CT VISp Gpr139
9892,F2S4_161207_001_D01,L6 CT VISp Ctxn3 Brinp3
9893,F2S4_161207_001_E01,L6 CT VISp Ctxn3 Brinp3
9894,F2S4_161207_001_F01,L6 CT VISp Ctxn3 Sla
9895,F2S4_161207_001_G01,L6 CT VISp Ctxn3 Brinp3
9896,F2S4_161207_001_H01,L6 CT VISp Krt80 Sla
9897,F2S4_161207_002_A01,L6 CT VISp Ctxn3 Sla
9898,F2S4_161207_002_B01,L6 CT VISp Ctxn3 Brinp3
9899,F2S4_161207_002_C01,L6 CT VISp Ctxn3 Sla
9900,F2S4_161207_002_D01,L6 CT VISp Ctxn3 Brinp3
9901,F2S4_161207_002_E01,L6 CT VISp Ctxn3 Sla
9902,F2S4_161207_002_F01,L6 CT VISp Krt80 Sla
9903,F2S4_161207_002_G01,L6 CT VISp Ctxn3 Brinp3
9904,F2S4_161207_002_H01,L6 CT VISp Krt80 Sla
9905,F2S4_161207_003_B01,L6 CT VISp Ctxn3 Brinp3
9906,F2S4_161207_003_C01,L6 CT VISp Ctxn3 Brinp3
9907,F2S4_161207_003_D01,L6 CT VISp Krt80 Sla
9908,F2S4_161207_003_E01,L6 CT VISp Ctxn3 Brinp3
9909,F2S4_161207_003_F01,L6 CT VISp Ctxn3 Brinp3
9910,F2S4_161207_003_G01,L6 CT VISp Ctxn3 Brinp3
9911,F2S4_161207_003_H01,L6 CT VISp Ctxn3 Brinp3
9912,F2S4_161207_004_A01,L6 CT VISp Nxph2 Wls
9913,F2S4_161207_004_B01,L6 CT VISp Ctxn3 Brinp3
9914,F2S4_161207_004_C01,L6 CT VISp Ctxn3 Brinp3
9915,F2S4_161207_004_D01,L6 CT VISp Ctxn3 Brinp3
9916,F2S4_161207_004_F01,L6 CT VISp Ctxn3 Brinp3
